latin	name	Type	blood	blood_reference	sputum	sputum_reference	CSF	CSF_reference	urine	urine_reference
Staphylococcus_xylosus	木糖葡萄球菌	bacteria	属于皮肤共生菌群，与肾盂肾炎有关。	none	none	none	none	none	none	none
Staphylococcus_simulans	模仿葡萄球菌	bacteria	属于一种动物病原体，人类感染该菌的报道很少，但有文献报道过引起胸膜脓肿的案例。	none	none	none	none	none	none	none
Staphylococcus_succinus	琥珀葡萄球菌	bacteria	none	none	none	none	none	none	none	none
Pseudomonas_aeruginosa	铜绿假单胞菌	bacteria	机会致病菌，在皮肤、肠道、呼吸道均有存在，主要引起院内感染，较常见为伤口和创面感染、呼吸道和尿道感染，还可引起中耳炎和毁坏性眼部感染；通过血源性感染可导致心内膜炎、脑膜炎、脑脓肿、骨和关节感染等。	Høiby N, Ciofu O, Bjarnsholt T, et al. Pseudomonas aeruginosa biofilms in cystic fibrosis.Future Microbiol. 2010 Nov; 5(11): 1663-74.	none	none	none	none	none	none
Pseudomonas_stutzeri	施氏假单胞菌	bacteria	机会致病菌，很少发生感染，偶有引起心内膜炎的报道。	Héquette-Ruz R, Charpentier A, Delabriere I, et al. Native aortic valve endocarditis due to Pseudomonas stutzeri in a 91-year-old woman. Med Mal Infect. 2018 Oct; 48(7): 492-494.	none	none	none	none	none	none
Pseudomonas_mendocina	门多萨假单胞菌	bacteria	机会致病菌，极少发生感染，偶有院内感染，如感染性心内膜炎、肺部感染、椎间盘炎、菌血症、骨和软组织感染等。	Chi CY, Lai CH, Fung CP, et al. Pseudomonas mendocina spondylodiscitis: a case report and literature review. Scand J Infect Dis. 2005; 37(11-12): 950-3.	none	none	none	none	none	none
Pseudomonas_fluorescens	荧光假单胞菌	bacteria	机会致病菌，罕见感染人，可引起菌血症、败血症、呼吸道、泌尿系统感染等。	Benito N, Mirelis B, Luz Gálvez M, et al. Outbreak of Pseudomonas fluorescens bloodstream infection in a coronary care unit. J Hosp Infect. 2012 Dec; 82(4): 286-9.	none	none	none	none	none	none
Pseudomonas_alcaligenes	产碱假单胞菌	bacteria	属于较少见的机会致病菌，偶有引起心内膜炎、血液感染、盆腔脓肿、肝脓肿、尿路感染的报道。	Suzuki M1, Suzuki S, Matsui M, et al. Genome Sequence of a Strain of the Human Pathogenic Bacterium Pseudomonas alcaligenes That Caused Bloodstream Infection.Genome Announc. 2013 Oct 31; 1(5). pii: e00919-13.	none	none	none	none	none	none
Pseudomonas_luteola	浅黄假单胞菌	bacteria	机会致病菌，可引起菌血症、脑膜炎、瓣膜心内膜炎、腹膜炎等。	Bayhan GI, Senel S, Tanir G, et al. Bacteremia caused by Pseudomonas luteola in pediatric patients. Jpn J Infect Dis. 2015; 68(1): 50-4.	none	none	none	none	none	none
Pseudomonas_oryzihabitans	稻皮假单胞菌	bacteria	属于罕见的机会致病菌，可引起院内感染，导致败血症、腹膜炎、眼内炎和菌血症。	Esteban J, Martin J, Ortiz A, Santos-O'Connor F, et al. Pseudomonas oryzihabitans peritonitis in a patient on continuous ambulatory peritoneal dialysis. Clin Microbiol Infect. 2002 Sep; 8(9): 607-8.	none	none	none	none	none	none
Pseudomonas_putida	恶臭假单胞菌	bacteria	属于较少见的机会致病菌，属于人咽部的正常菌群，偶从患者尿道、皮肤和骨髓标本中分离出来。	none	none	none	none	none	none	none
Pseudomonas_oleovorans	食油假单胞菌	bacteria	有报道该菌可引起败血症。	Gautam L, Kaur R, Kumar S, et al. Pseudomonas oleovorans Sepsis in a Child: The First Reported Case in India. Jpn J Infect Dis. 2015; 68(3): 254-5.	none	none	none	none	none	none
Pseudomonas_parafulva	副黄假单胞菌	bacteria	none	none	none	none	none	none	none	none
Pseudomonas_nitroreducens	硝基还原假单胞菌	bacteria	none	none	none	none	none	none	none	none
Pseudomonas_pseudoalcaligenes	假产碱假单胞菌	bacteria	机会致病菌，偶有引起感染的报道。	none	none	none	none	none	none	none
Pseudomonas_entomophila	嗜虫假单胞菌	bacteria	none	none	none	none	none	none	none	none
Sphingomonas_paucimobilis	少动鞘氨醇单胞菌	bacteria	为临床中重要的机会致病菌，常侵犯经历手术或患病的免疫功能低下者，可引起菌血症、败血症、脑膜炎、呼吸机相关性肺炎、脾脓肿、泌尿道感染、中枢神经系统感染、脓胸、腹膜炎、感染性关节炎和骨髓炎等。	Ryan MP, Adley CC. Sphingomonas paucimobilis: a persistent Gram-negative nosocomial infectious organism. J Hosp Infect. 2010 Jul; 75(3): 153-7.	none	none	none	none	none	none
Sphingomonas_parapaucimobilis	类少动鞘氨醇单胞菌	bacteria	none	none	none	none	none	none	none	none
Sphingomonas_echinoides	刺状鞘氨醇单胞菌	bacteria	none	none	none	none	none	none	none	none
Sphingomonas_melonis	瓜类鞘氨醇单胞菌	bacteria	none	none	none	none	none	none	none	none
Sphingomonas_taxi	鞘氨醇单胞菌	bacteria	none	none	none	none	none	none	none	none
Sphingomonas_wittichii	维氏鞘氨醇单胞菌	bacteria	none	none	none	none	none	none	none	none
Corynebacterium_diphtheriae	白喉棒状杆菌	bacteria	为白喉的病原菌，通常累及上呼吸道，可引起咽部白喉、皮肤白喉、心内膜炎、异物感染、咽炎，偶可侵害眼结膜、外耳道、阴道等。	Hoskisson PA. Microbe Profile: Corynebacterium diphtheriae - an old foe always ready to seize opportunity. Microbiology. 2018 Jun; 164(6): 865-867.	none	none	none	none	none	none
Corynebacterium_pseudodiphtheriticum	假白喉棒状杆菌	bacteria	假白喉棒状杆菌是寄居在鼻腔和咽喉部的正常菌群，条件致病菌，可引起下呼吸道感染，包括坏死性气管炎、气管支气管炎、支气管炎、肺炎。在免疫力受损的患者可引起心内膜炎、尿道干感染、脓毒性关节炎等。	Pérez-Parra S, Peña A, Blanca E. Letal endocarditis due to Corynebacterium pseudodiphtheriticum. Rev Chilena Infectol. 2016 Apr; 33(2): 229-31.	none	none	none	none	none	none
Corynebacterium_xerosis	干燥棒状杆菌	bacteria	为人眼结膜、鼻咽部粘膜或皮肤的正常菌群，可引起心瓣膜置换手术后的心内膜炎、外伤后深部组织感染、免疫力低下患者菌血症、肺炎和手术后伤口感染。	Hocaoğlu M, Turgut A, Eminoğlu EM. Maternal ventriculoperitoneal shunt infection due to Corynebacterium xerosis following caesarean section. J Obstet Gynaecol. 2018 Jun 8: 1-3.	none	none	none	none	none	none
Corynebacterium_striatum	纹带棒状杆菌	bacteria	机会致病菌，是皮肤和鼻孔的正常菌群，可引起菌血症、伤口感染、心内膜炎等。	Ishiwada N, Watanabe M, Murata S.Clinical and bacteriological analyses of bacteremia due to Corynebacterium striatum.J Infect Chemother. 2016 Dec; 22(12): 790-793.	none	none	none	none	none	none
Corynebacterium_jeikeium	杰氏棒状杆菌	bacteria	机会致病菌，是皮肤的正常菌群，也是常见的院内感染病原体，可引起心内膜炎，菌血症，异物感染，伤口感染等。	Tauch A, Kaiser O, Hain T, et al. Complete genome sequence and analysis of the multiresistant nosocomial pathogen Corynebacterium jeikeium K411, a lipid-requiring bacterium of the human skin flora. J Bacteriol. 2005 Jul; 187(13): 4671-82.	none	none	none	none	none	none
Corynebacterium_amycolatum	无枝菌酸棒状杆菌	bacteria	机会致病菌，是皮肤和黏膜的常见菌群，也是常见的院内感染病原体，可引起心内膜炎、腹膜炎、伤口感染、异物感染、菌血症、脓毒血症、泌尿道感染、呼吸道感染。	Dalal A, Urban C, Segal-Maurer S. Endocarditis due to Corynebacterium amycolatum. J Med Microbiol. 2008 Oct; 57(Pt 10): 1299-302.	none	none	none	none	none	none
Corynebacterium_accolens	拥挤棒状杆菌	bacteria	可从脓毒症、中耳炎、结膜炎、鼻窦炎和脑膜炎病例中分离，有引起盆腔骨髓炎和心内膜炎的病例报道，也可能与肉芽肿性乳腺炎有关	Wong JS, Seaward LM, Ho CP, et al. Corynebacterium accolens-associated pelvic osteomyelitis. J Clin Microbiol. 2010 Feb; 48(2): 654-5.	none	none	none	none	none	none
Corynebacterium_ureicelerivorans	快速食脲棒状杆菌	bacteria	机会致病菌，可从菌血症患者的血培养物中分离得到。	Tippelt A, Albersmeier A, Brinkrolf K, et al. Complete Genome Sequence of Corynebacterium ureicelerivorans DSM 45051, a Lipophilic and Urea-Splitting Isolate from the Blood Culture of a Septicemia Patient. Genome Announc. 2014 Nov 20; 2(6). pii: e01211-14.	none	none	none	none	none	none
Corynebacterium_propinquum	丙酸棒杆状菌	bacteria	有引起心内膜炎、泌尿道感染、呼吸道感染的报道。	Kawasaki Y, Matsubara K, Ishihara H, et al. Corynebacterium propinquum as the first cause of infective endocarditis in childhood. J Infect Chemother. 2014 May; 20(5): 317-9.	none	none	none	none	none	none
Corynebacterium_glucuronolyticum	溶葡萄糖醛酸棒状杆菌	bacteria	主要引起泌尿生殖道感染。	Gherardi G, Di Bonaventura G, Pompilio A, et al. Corynebacterium glucuronolyticum causing genitourinary tract infection: Case report and review of the literature. IDCases. 2015 Mar 25; 2(2): 56-8.	none	none	none	none	none	none
Corynebacterium_minutissimum	极小棒状杆菌	bacteria	可引起红癣、菌血症、心内膜炎、脑膜炎、肾盂炎、伤口感染、道感染、呼吸道感染。	Dalal A, Likhi R. Corynebacterium minutissimum bacteremia and meningitis: a case report and review of literature. J Infect. 2008 Jan; 56(1): 77-9.	none	none	none	none	none	none
Corynebacterium_pseudotuberculosis	假结核棒状杆菌	bacteria	可引起淋巴结炎。	none	none	none	none	none	none	none
Corynebacterium_ulcerans	溃疡棒状杆菌	bacteria	可引起呼吸道白喉、皮肤白喉等。	Wagner J, Ignatius R, Voss S, et al. Infection of the skin caused by Corynebacterium ulcerans and mimicking classical cutaneous diphtheria. Clin Infect Dis. 2001 Nov 1; 33(9): 1598-600.	none	none	none	none	none	none
Corynebacterium_urealuticum	解脲棒状杆菌	bacteria	解脲棒状杆菌可引起泌尿道感染、菌血症和伤口感染等。	Pardo Martínez A, Rosino Sánchez A, Rivero Guerra Á, et al. Encrusted prostatitis by Corynebacterium urealyticum: The importance of clinical suspicion. Actas Urol Esp. 2018 Mar 5. pii: S0210-4806(18)30032-9.	none	none	none	none	none	none
Corynebacterium_macginleyi	麦氏棒状杆菌	bacteria	主要导致眼部感染，还可引起免疫系统受损患者的心内膜炎、肺炎等。	Suzuki T, Iihara H, Uno T, et al. Suture-related keratitis caused by Corynebacterium macginleyi. J Clin Microbiol. 2007 Nov; 45(11): 3833-6.	none	none	none	none	none	none
Corynebacterium_matruchotii	马氏棒杆状菌	bacteria	none	none	none	none	none	none	none	none
Corynebacterium_pseudogenitalium	假根棒状杆菌	bacteria	在人的皮肤和黏膜均可发现，有报道可引起尿路感染。	Vedel G, Toussaint G, Riegel P, et al. Corynebacterium pseudogenitalium urinary tract infection. Emerg Infect Dis. 2006 Feb; 12(2): 355-6.	none	none	none	none	none	none
Corynebacterium_singulare	单一棒杆状菌	bacteria	none	none	none	none	none	none	none	none
Corynebacterium_durum	坚硬棒杆状菌	bacteria	none	none	none	none	none	none	none	none
Corynebacterium_ammoniagenes	产氨棒杆状菌	bacteria	none	none	none	none	none	none	none	none
Corynebacterium_afermentans	非发酵棒状杆菌	bacteria	none	none	none	none	none	none	none	none
Corynebacterium_auris	耳棒状杆菌	bacteria	none	none	none	none	none	none	none	none
Corynebacterium_bovis	牛棒状杆菌	bacteria	none	none	none	none	none	none	none	none
Corynebacterium_cystitidis	膀胱炎棒状杆菌	bacteria	none	none	none	none	none	none	none	none
Corynebacterium_falsenii	微黄棒状杆菌	bacteria	none	none	none	none	none	none	none	none
Corynebacterium_glutamicum	谷氨酸棒状杆菌	bacteria	none	none	none	none	none	none	none	none
Corynebacterium_kutscheri	库氏棒状杆菌	bacteria	none	none	none	none	none	none	none	none
Corynebacterium_mycetoides	类真菌棒状杆菌	bacteria	none	none	none	none	none	none	none	none
Corynebacterium_pilosum	多毛棒状杆菌	bacteria	none	none	none	none	none	none	none	none
Corynebacterium_renale	牛肾盂炎棒状杆菌	bacteria	none	none	none	none	none	none	none	none
Corynebacterium_variabile	变异棒状杆菌	bacteria	none	none	none	none	none	none	none	none
Corynebacterium_sputi	痰液棒状杆菌	bacteria	none	none	none	none	none	none	none	none
Lactobacillus_plantarum	植物乳杆菌	bacteria	被广泛用作益生菌剂，但不排除为可能的致病菌，有引起脑膜炎病例的报道。	Biesiada G, Krycińska R, et al. Czepiel J. Meningoencephalitis caused by Lactobacillus plantarum - case report. Int J Neurosci. 2018 May 29: 1-9.	none	none	none	none	none	none
Lactobacillus_gasseri	加氏乳杆菌	bacteria	机会致病菌，常定殖于女性生殖道，偶可引起亚急性细菌性心内膜炎、败血症或脓肿等。	Elikowski W, Małek-Elikowska M, Lisiecka M, et al. Lactobacillus gasseri endocarditis on the aortic valve bioprosthesis - a case report. Pol Merkur Lekarski. 2017 Nov 23; 43(257): 220-223.	none	none	none	none	none	none
Lactobacillus_salivarius	唾液乳杆菌	bacteria	none	none	none	none	none	none	none	none
Lactobacillus_casei	干酪乳杆菌	bacteria	none	none	none	none	none	none	none	none
Lactobacillus_kefiranofaciens	马乳酒乳杆菌	bacteria	none	none	none	none	none	none	none	none
Lactobacillus_brevis	短乳杆菌	bacteria	none	none	none	none	none	none	none	none
Lactobacillus_coryniformis	棒状乳杆菌	bacteria	none	none	none	none	none	none	none	none
Lactobacillus_sanfranciscensis	旧金山乳杆菌	bacteria	none	none	none	none	none	none	none	none
Lactobacillus_curvatus	弯曲乳杆菌	bacteria	none	none	none	none	none	none	none	none
Lactobacillus_malefermentans	坏发酵乳杆菌	bacteria	none	none	none	none	none	none	none	none
Lactobacillus_fermentum	发酵乳杆菌	bacteria	none	none	none	none	none	none	none	none
Lactobacillus_spicheri	斯比氏乳杆菌	bacteria	none	none	none	none	none	none	none	none
Lactobacillus_johnsonii	约氏乳杆菌	bacteria	none	none	none	none	none	none	none	none
Lactobacillus_acidophilus	嗜酸乳杆菌	bacteria	none	none	none	none	none	none	none	none
Lactobacillus_delbrueckii	德氏乳杆菌	bacteria	广泛应用于发酵工业，但偶有引起感染的报道。	none	none	none	none	none	none	none
Lactobacillus_crispatus	卷曲乳杆菌	bacteria	none	none	none	none	none	none	none	none
Lactobacillus_jensenii	詹氏乳杆菌	bacteria	none	none	none	none	none	none	none	none
Actinomyces_israelii	衣氏放线菌	bacteria	机会致病菌，是阴道、结肠和口腔的正常定殖菌，引起放线菌病最常见的病原体。可引起胸骨骨髓炎、心内膜炎、慢性泪小管炎等。	Toom S, Xu Y. Hemolytic anemia due to native valve subacute endocarditis with Actinomyces israelii infection. Clin Case Rep. 2018 Jan 10; 6(2): 376-379.	none	none	none	none	none	none
Actinomyces_naeslundii	内氏放线菌	bacteria	可引起放线菌病，口腔、面部和颈部感染常见，也少发于胸部、腹部和中枢神经系统感染。	Cortes CD, Urban C, Turett G. Actinomyces naeslundii: An Uncommon Cause of Endocarditis. Case Rep Infect Dis. 2015; 2015: 602462.	none	none	none	none	none	none
Actinomyces_viscosus	粘性放线菌	bacteria	可引起牙周疾病、心内膜炎，极少数情况下可引起肺部感染。	Mardis JS, Many WJ Jr. Endocarditis due to Actinomyces viscosus. South Med J. 2001 Feb; 94(2): 240-3.	none	none	none	none	none	none
Actinomyces_odontolyticus	龋齿放线菌	bacteria	是牙科手术和口腔脓肿常见的感染病原体，少数情况下可引起胸膜炎、肝脓肿等。	Rich BS, Angeles C, Barie PS. Actinomyces odontolyticus breast abscess.Surg Infect (Larchmt). 2013 Jun; 14(3): 331-2.	none	none	none	none	none	none
